"Year","Month","Day","Tmin","Tmax","Data_source","Date"
2021,11,1,0.667213893097751,14.0547690402261,"simulated","2000-11-01"
2021,11,2,-1.71053148577852,13.780380183193,"simulated","2000-11-02"
2021,11,3,-1.74945028683678,11.58164516825,"simulated","2000-11-03"
2021,11,4,-7.07777738487717,10.0727179553231,"simulated","2000-11-04"
2021,11,5,-0.214868281496073,13.6657475089473,"simulated","2000-11-05"
2021,11,6,-1.63908684803364,11.1857780103622,"simulated","2000-11-06"
2021,11,7,-1.26387732883802,8.44953405325801,"simulated","2000-11-07"
2021,11,8,0.503393123907694,8.77440881670104,"simulated","2000-11-08"
2021,11,9,-4.26871677365852,9.61799771833255,"simulated","2000-11-09"
2021,11,10,-8.06698414950057,9.13910574122896,"simulated","2000-11-10"
2021,11,11,-0.731639671961723,11.9808887762642,"simulated","2000-11-11"
2021,11,12,-1.29478695863715,12.0363084964497,"simulated","2000-11-12"
2021,11,13,0.29515232039376,9.23188533391214,"simulated","2000-11-13"
2021,11,14,13.0386296090555,14.0377483136658,"simulated","2000-11-14"
2021,11,15,6.21575401926106,12.4935771446871,"simulated","2000-11-15"
2021,11,16,6.27813212943672,7.27725083404707,"simulated","2000-11-16"
2021,11,17,4.23771814246508,7.01510100182652,"simulated","2000-11-17"
2021,11,18,5.05641781059209,8.83140882117024,"simulated","2000-11-18"
2021,11,19,-1.63363334386165,12.3079424689255,"simulated","2000-11-19"
2021,11,20,3.35657451027241,12.1362531511854,"simulated","2000-11-20"
2021,11,21,1.68829016735795,11.0727254303158,"simulated","2000-11-21"
2021,11,22,1.73471420698534,12.2336338046447,"simulated","2000-11-22"
2021,11,23,-0.980923965971157,11.2336149070267,"simulated","2000-11-23"
2021,11,24,1.13580777632972,10.5254716082762,"simulated","2000-11-24"
2021,11,25,-6.9793645402788,10.8418213558566,"simulated","2000-11-25"
2021,11,26,-3.63024980112414,7.92332568983584,"simulated","2000-11-26"
2021,11,27,-5.81503949367834,6.96451621091305,"simulated","2000-11-27"
2021,11,28,-6.72614433683378,10.4799455538958,"simulated","2000-11-28"
2021,11,29,-4.33734311750062,10.0508868743782,"simulated","2000-11-29"
2021,11,30,-2.78905526907486,9.98618305315022,"simulated","2000-11-30"
2021,12,1,-1.30418310378162,4.08463338570963,"simulated","2000-12-01"
2021,12,2,-1.32686210966217,4.72880885483553,"simulated","2000-12-02"
2021,12,3,-1.0478860090155,2.67271495071875,"simulated","2000-12-03"
2021,12,4,-2.84348676299776,3.88047529687153,"simulated","2000-12-04"
2021,12,5,-6.65360971283942,-0.546767523583993,"simulated","2000-12-05"
2021,12,6,-1.51894187295799,2.86755846118558,"simulated","2000-12-06"
2021,12,7,-8.54039132030465,2.06889557636758,"simulated","2000-12-07"
2021,12,8,-14.860998441972,-0.418482868214352,"simulated","2000-12-08"
2021,12,9,-10.262155255293,2.07616595092099,"simulated","2000-12-09"
2021,12,10,-10.158380031601,-1.82991157437878,"simulated","2000-12-10"
2021,12,11,-6.81916725666019,7.68131706871984,"simulated","2000-12-11"
2021,12,12,-4.02397461487248,7.0906264179576,"simulated","2000-12-12"
2021,12,13,-3.62917974974655,7.92936411989667,"simulated","2000-12-13"
2021,12,14,-4.02866146238787,12.1918741237421,"simulated","2000-12-14"
2021,12,15,-8.42426063404675,8.2422848366395,"simulated","2000-12-15"
2021,12,16,-6.06120357086853,7.81600421294856,"simulated","2000-12-16"
2021,12,17,-4.39237621767809,7.93760061767275,"simulated","2000-12-17"
2021,12,18,-4.93823501280342,10.0444747081854,"simulated","2000-12-18"
2021,12,19,-2.97965971933364,9.19023442289157,"simulated","2000-12-19"
2021,12,20,-4.65246495344645,4.84764449901127,"simulated","2000-12-20"
2021,12,21,-6.14009213055887,7.12116713232383,"simulated","2000-12-21"
2021,12,22,-5.45213826894018,5.6571251436084,"simulated","2000-12-22"
2021,12,23,-6.10428669318491,2.89017161804416,"simulated","2000-12-23"
2021,12,24,-6.02622436142642,2.75571960184976,"simulated","2000-12-24"
2021,12,25,-5.12814598875126,3.20032246847095,"simulated","2000-12-25"
2021,12,26,-7.26207526959042,4.90243847438773,"simulated","2000-12-26"
2021,12,27,-5.52343533229103,1.64731852652254,"simulated","2000-12-27"
2021,12,28,-9.97032992507178,-3.36428582208729,"simulated","2000-12-28"
2021,12,29,-13.2416718447269,-6.5177097848576,"simulated","2000-12-29"
2021,12,30,-11.2625964082346,-1.76789327512001,"simulated","2000-12-30"
2021,12,31,-10.9540007454689,-3.78324688665534,"simulated","2000-12-31"
2022,1,1,-22.8019296735215,-3.91433739065327,"simulated","2000-01-01"
2022,1,2,-22.6222973858897,-3.13497908132175,"simulated","2000-01-02"
2022,1,3,-8.18714135539058,7.92851849286019,"simulated","2000-01-03"
2022,1,4,-6.71248625949036,9.35202159988427,"simulated","2000-01-04"
2022,1,5,1.01391090045396,7.73993631821851,"simulated","2000-01-05"
2022,1,6,-0.7424617853372,8.14689239042787,"simulated","2000-01-06"
2022,1,7,-1.56943694747223,5.42860998561623,"simulated","2000-01-07"
2022,1,8,-3.89767475919424,12.1677940191803,"simulated","2000-01-08"
2022,1,9,-5.45675551848148,14.5585066924196,"simulated","2000-01-09"
2022,1,10,-2.71324751643098,13.5074156773022,"simulated","2000-01-10"
2022,1,11,-0.85852082536325,10.2590687851395,"simulated","2000-01-11"
2022,1,12,-0.726003802096154,13.1724376316985,"simulated","2000-01-12"
2022,1,13,-5.37471789420254,9.63463439518993,"simulated","2000-01-13"
2022,1,14,-5.36352454914541,9.63911640007909,"simulated","2000-01-14"
2022,1,15,-5.72666565683929,8.17177577695539,"simulated","2000-01-15"
2022,1,16,-3.27752167578665,12.7776874400233,"simulated","2000-01-16"
2022,1,17,1.52893872858748,15.4273801623822,"simulated","2000-01-17"
2022,1,18,3.55934683695996,13.5588036845722,"simulated","2000-01-18"
2022,1,19,2.14875631311818,11.5376144551743,"simulated","2000-01-19"
2022,1,20,1.37085242970648,12.4793621379082,"simulated","2000-01-20"
2022,1,21,0.417766118583063,11.9713842147705,"simulated","2000-01-21"
2022,1,22,-0.338667598640101,13.0518957884859,"simulated","2000-01-22"
2022,1,23,-0.796130854414293,11.4241333372926,"simulated","2000-01-23"
2022,1,24,-3.37357480984661,8.95974107534279,"simulated","2000-01-24"
2022,1,25,-2.255280509965,9.9659986090832,"simulated","2000-01-25"
2022,1,26,-3.77460997420604,9.06136352531237,"simulated","2000-01-26"
2022,1,27,-4.48906756075804,10.023475807831,"simulated","2000-01-27"
2022,1,28,-6.5812490116461,8.92439522480496,"simulated","2000-01-28"
2022,1,29,-6.10722408062195,11.2295878116194,"simulated","2000-01-29"
2022,1,30,-2.98170053521441,10.293810781949,"simulated","2000-01-30"
2022,1,31,-2.94225645199041,10.4483069351356,"simulated","2000-01-31"
2022,2,1,-3.26580569154532,9.40996085336027,"simulated","2000-02-01"
2022,2,2,-2.7732743727244,9.89149496003114,"simulated","2000-02-02"
2022,2,3,-6.51922099967875,9.59440628663893,"simulated","2000-02-03"
2022,2,4,-7.07934687533582,10.1544865531979,"simulated","2000-02-04"
2022,2,5,-7.76052842488083,12.8580890608058,"simulated","2000-02-05"
2022,2,6,-4.70908569341056,11.409748645676,"simulated","2000-02-06"
2022,2,7,-3.03220410794325,13.5795980755953,"simulated","2000-02-07"
2022,2,8,-3.75231712813105,11.8583628879244,"simulated","2000-02-08"
2022,2,9,-2.55295479043285,12.9555333789485,"simulated","2000-02-09"
2022,2,10,-4.40417272494953,12.7647896864887,"simulated","2000-02-10"
2022,2,11,-4.54938118205909,11.5191879051894,"simulated","2000-02-11"
2022,2,12,-2.4907656791005,9.40236423821863,"simulated","2000-02-12"
2022,2,13,-0.14434207701882,9.30544644171318,"simulated","2000-02-13"
2022,2,14,-3.37110413713258,12.6949453720779,"simulated","2000-02-14"
2022,2,15,-4.94698258550017,12.2219798259381,"simulated","2000-02-15"
2022,2,16,-6.89905116274613,10.8859769670729,"simulated","2000-02-16"
2022,2,17,-5.95652392980096,9.65980689283169,"simulated","2000-02-17"
2022,2,18,-4.40254369453587,6.31750953733681,"simulated","2000-02-18"
2022,2,19,-0.266596245032209,4.73637410919318,"simulated","2000-02-19"
2022,2,20,-5.94039127462467,6.23230252427379,"simulated","2000-02-20"
2022,2,21,-2.85945991747191,11.0404843929594,"simulated","2000-02-21"
2022,2,22,-4.12387327828867,11.3288302104279,"simulated","2000-02-22"
2022,2,23,-3.37632763913205,12.681548614487,"simulated","2000-02-23"
2022,2,24,-0.989769809656883,12.2904708454888,"simulated","2000-02-24"
2022,2,25,3.85350189005396,11.0742483187159,"simulated","2000-02-25"
2022,2,26,2.39070168926597,9.39116827803156,"simulated","2000-02-26"
2022,2,27,5.63648772796367,12.1928812037974,"simulated","2000-02-27"
2022,2,28,5.00253367772982,10.6129959035864,"simulated","2000-02-28"
2022,3,1,2.12443280885795,9.85114009615761,"simulated","2000-03-01"
2022,3,2,-0.753808252488924,9.8619511986586,"simulated","2000-03-02"
2022,3,3,-2.8643689620065,12.6440490061572,"simulated","2000-03-03"
2022,3,4,0.737821313040796,14.0767027639662,"simulated","2000-03-04"
2022,3,5,-0.955073025381483,14.5454545381629,"simulated","2000-03-05"
2022,3,6,-1.3567963245274,14.2527078096769,"simulated","2000-03-06"
2022,3,7,-7.75943990410821,5.57234126264481,"simulated","2000-03-07"
2022,3,8,-2.08093765793924,11.1964037220015,"simulated","2000-03-08"
2022,3,9,-4.11429008514971,18.2266323808154,"simulated","2000-03-09"
2022,3,10,0.708993548178674,17.876496708674,"simulated","2000-03-10"
2022,3,11,3.03258592971466,13.5349999183223,"simulated","2000-03-11"
2022,3,12,-2.5647692341823,11.832330362557,"simulated","2000-03-12"
2022,3,13,-4.23309707887147,13.101607015919,"simulated","2000-03-13"
2022,3,14,-2.84169173861352,13.279096941377,"simulated","2000-03-14"
2022,3,15,-5.52389729615447,11.699630665391,"simulated","2000-03-15"
2022,3,16,-7.19497116891369,11.1469039945662,"simulated","2000-03-16"
2022,3,17,-5.11101206834731,6.505816175538,"simulated","2000-03-17"
2022,3,18,-5.19978038784922,10.9107982149764,"simulated","2000-03-18"
2022,3,19,0.0317579184592738,20.0355928515826,"simulated","2000-03-19"
2022,3,20,2.4482795629385,20.1780071674675,"simulated","2000-03-20"
2022,3,21,3.54388786526036,20.1048279925845,"simulated","2000-03-21"
2022,3,22,5.66163261909501,17.999462917102,"simulated","2000-03-22"
2022,3,23,-4.1233984202409,12.4375417070832,"simulated","2000-03-23"
2022,3,24,-6.35168228562183,11.929149881599,"simulated","2000-03-24"
2022,3,25,-1.74786536481431,10.5891741793439,"simulated","2000-03-25"
2022,3,26,-3.90957153726293,12.1523464864012,"simulated","2000-03-26"
2022,3,27,-3.2148778928094,10.7863229002729,"simulated","2000-03-27"
2022,3,28,-4.61699429729791,10.8846233552588,"simulated","2000-03-28"
2022,3,29,-3.04058089193259,11.9670532688652,"simulated","2000-03-29"
2022,3,30,-3.29345770092231,16.7131174245246,"simulated","2000-03-30"
2022,3,31,0.372666589542588,17.7112518977369,"simulated","2000-03-31"
2022,4,1,-1.32479497052573,16.9068416197875,"simulated","2000-04-01"
2022,4,2,-4.38206571322228,10.6195184834429,"simulated","2000-04-02"
2022,4,3,-10.3631890608403,10.1935839857762,"simulated","2000-04-03"
2022,4,4,-10.3832076089613,11.7831168628216,"simulated","2000-04-04"
2022,4,5,-12.0678415081995,12.3226232469992,"simulated","2000-04-05"
2022,4,6,-5.62464474006615,11.7098873254512,"simulated","2000-04-06"
2022,4,7,-5.31754364324283,12.9607315643923,"simulated","2000-04-07"
2022,4,8,-4.59658211318625,14.2944442870068,"simulated","2000-04-08"
2022,4,9,-6.55253857082046,15.0608214407294,"simulated","2000-04-09"
2022,4,10,-5.27323128495711,16.3368310994843,"simulated","2000-04-10"
2022,4,11,-3.63362007298355,15.8730422915019,"simulated","2000-04-11"
2022,4,12,-0.626309996444748,16.5403588347367,"simulated","2000-04-12"
2022,4,13,-2.79712568319994,15.5348889750321,"simulated","2000-04-13"
2022,4,14,-3.75433860817733,16.7505285056754,"simulated","2000-04-14"
2022,4,15,2.8846847932793,16.7778898290044,"simulated","2000-04-15"
2022,4,16,-0.512921367824384,13.8793690942164,"simulated","2000-04-16"
2022,4,17,-3.06201604195937,13.0479567362663,"simulated","2000-04-17"
2022,4,18,-4.00861439207464,14.3824106776923,"simulated","2000-04-18"
2022,4,19,-2.91425152275837,13.1957252850814,"simulated","2000-04-19"
2022,4,20,-2.92846136466727,17.0713422173729,"simulated","2000-04-20"
2022,4,21,-1.93398825476386,17.4541093259179,"simulated","2000-04-21"
2022,4,22,4.66603036668064,21.3331423936175,"simulated","2000-04-22"
2022,4,23,1.95130019905734,21.450152004612,"simulated","2000-04-23"
2022,4,24,-2.55031471166012,19.1724310714883,"simulated","2000-04-24"
2022,4,25,-5.52868157421112,16.1989777307079,"simulated","2000-04-25"
2022,4,26,-0.936707837247905,17.3478383069002,"simulated","2000-04-26"
2022,4,27,-0.906979851749734,18.5996825127357,"simulated","2000-04-27"
2022,4,28,2.97039351473844,20.1387422137534,"simulated","2000-04-28"
2022,4,29,1.7447139447917,21.1885879849617,"simulated","2000-04-29"
2022,4,30,0.975578158472418,23.58823459311,"simulated","2000-04-30"
2022,5,1,0.0469415736715675,18.3242297897021,"simulated","2000-05-01"
2022,5,2,1.35405729042376,24.7416705829987,"simulated","2000-05-02"
2022,5,3,13.4420788195816,22.3307221598514,"simulated","2000-05-03"
2022,5,4,9.13663504478629,26.9690182616445,"simulated","2000-05-04"
2022,5,5,11.3489717887858,26.3485423972695,"simulated","2000-05-05"
2022,5,6,7.00733961614941,23.2296588257953,"simulated","2000-05-06"
2022,5,7,6.25353521416011,24.5863500950614,"simulated","2000-05-07"
2022,5,8,8.26202133868666,22.6507517804255,"simulated","2000-05-08"
2022,5,9,6.88866249108982,24.5554472435835,"simulated","2000-05-09"
2022,5,10,6.99600485514113,24.2174551575795,"simulated","2000-05-10"
2022,5,11,5.05578448484593,25.0548238817153,"simulated","2000-05-11"
2022,5,12,9.09113334949332,22.5347851896499,"simulated","2000-05-12"
2022,5,13,5.79848612832827,21.3540972432729,"simulated","2000-05-13"
2022,5,14,2.7094481621949,25.37969290719,"simulated","2000-05-14"
2022,5,15,6.47783641567393,24.8661541501785,"simulated","2000-05-15"
2022,5,16,1.65362468146597,18.8788381407647,"simulated","2000-05-16"
2022,5,17,1.23172553636907,21.8423638301888,"simulated","2000-05-17"
2022,5,18,2.25651460523565,22.8706123160323,"simulated","2000-05-18"
2022,5,19,1.61616898924915,25.3931262696378,"simulated","2000-05-19"
2022,5,20,3.01610372479852,25.6837338063063,"simulated","2000-05-20"
2022,5,21,4.51952786578299,21.7407091601544,"simulated","2000-05-21"
2022,5,22,6.62214442481686,23.7911410531117,"simulated","2000-05-22"
2022,5,23,7.73604945224394,25.4028342047376,"simulated","2000-05-23"
2022,5,24,6.68873318080435,25.5791188320416,"simulated","2000-05-24"
2022,5,25,9.4089613443021,32.7433844186997,"simulated","2000-05-25"
2022,5,26,11.9048289979414,30.7933857240828,"simulated","2000-05-26"
2022,5,27,9.69178614166117,25.7473493805771,"simulated","2000-05-27"
2022,5,28,5.48316486204208,22.7046151644805,"simulated","2000-05-28"
2022,5,29,10.3581120897971,20.3579823989436,"simulated","2000-05-29"
2022,5,30,7.77811651528759,23.8883922041954,"simulated","2000-05-30"
2022,5,31,7.33583777706442,24.5025655149921,"simulated","2000-05-31"
2022,6,1,6.39290478185032,21.392597237271,"simulated","2000-06-01"
2022,6,2,8.25253656401015,23.8081476789548,"simulated","2000-06-02"
2022,6,3,7.6794511572122,22.6793130305109,"simulated","2000-06-03"
2022,6,4,3.47894769368846,20.1453004056577,"simulated","2000-06-04"
2022,6,5,2.2563526289795,20.4779855026176,"simulated","2000-06-05"
2022,6,6,5.648820463094,26.7080153147544,"simulated","2000-06-06"
2022,6,7,1.9339027513592,22.5465456942722,"simulated","2000-06-07"
2022,6,8,4.81961191170336,24.826224862528,"simulated","2000-06-08"
2022,6,9,5.64047203067713,26.2564412862693,"simulated","2000-06-09"
2022,6,10,5.33298177642126,25.9446659163715,"simulated","2000-06-10"
2022,6,11,10.8185749086178,25.8184367819165,"simulated","2000-06-11"
2022,6,12,10.4687881380994,29.9709621796238,"simulated","2000-06-12"
2022,6,13,11.8359023107149,26.8385255874791,"simulated","2000-06-13"
2022,6,14,9.17778946349873,22.4572754218885,"simulated","2000-06-14"
2022,6,15,5.67780732046447,23.5131665317242,"simulated","2000-06-15"
2022,6,16,11.1511718496232,26.1558226085766,"simulated","2000-06-16"
2022,6,17,11.1463211712359,26.1454554617824,"simulated","2000-06-17"
2022,6,18,8.88665462956163,26.7214054541301,"simulated","2000-06-18"
2022,6,19,8.05214567222582,26.3309446699693,"simulated","2000-06-19"
2022,6,20,3.68762308054166,25.4171913890911,"simulated","2000-06-20"
2022,6,21,9.28890622831468,29.2936551801846,"simulated","2000-06-21"
2022,6,22,9.53467089235657,28.9260813406961,"simulated","2000-06-22"
2022,6,23,13.1280711066364,30.9099184059774,"simulated","2000-06-23"
2022,6,24,16.1403431752094,35.5301592377201,"simulated","2000-06-24"
2022,6,25,10.5831092230568,32.8074343122383,"simulated","2000-06-25"
2022,6,26,9.57061524838331,31.7380893758322,"simulated","2000-06-26"
2022,6,27,11.5938092446732,33.8181343338548,"simulated","2000-06-27"
2022,6,28,11.2569563772065,31.2601701396384,"simulated","2000-06-28"
2022,6,29,10.4559293090962,26.0114648716427,"simulated","2000-06-29"
2022,6,30,7.48815132850191,29.7138293945681,"simulated","2000-06-30"
2022,7,1,10.2542661191699,34.6479388323607,"simulated","2000-07-01"
2022,7,2,11.106172484255,32.3270323109763,"simulated","2000-07-02"
2022,7,3,10.1618539107202,35.1623287228519,"simulated","2000-07-03"
2022,7,4,4.76164644128845,31.4930076329737,"simulated","2000-07-04"
2022,7,5,7.28083740192575,34.4455102726847,"simulated","2000-07-05"
2022,7,6,10.9757858273175,34.8634465460986,"simulated","2000-07-06"
2022,7,7,10.2824761539691,32.9479671344453,"simulated","2000-07-07"
2022,7,8,9.05138799581911,33.552903045992,"simulated","2000-07-08"
2022,7,9,10.5897247379302,35.0940819800021,"simulated","2000-07-09"
2022,7,10,16.1342550576111,35.5255378580064,"simulated","2000-07-10"
2022,7,11,13.2177757608605,30.5515637909279,"simulated","2000-07-11"
2022,7,12,14.8070484365391,32.5893515753282,"simulated","2000-07-12"
2022,7,13,12.1570404488956,31.8801644191148,"simulated","2000-07-13"
2022,7,14,12.2694630772151,32.2759707774657,"simulated","2000-07-14"
2022,7,15,5.18501877151769,30.1877450922146,"simulated","2000-07-15"
2022,7,16,11.0913330165971,32.7015497076003,"simulated","2000-07-16"
2022,7,17,10.0238143535901,31.7452521040897,"simulated","2000-07-17"
2022,7,18,9.89466151052064,34.8987821635157,"simulated","2000-07-18"
2022,7,19,12.9452253855002,35.6180444976762,"simulated","2000-07-19"
2022,7,20,12.5089137478496,34.1237034117866,"simulated","2000-07-20"
2022,7,21,14.6651047759054,37.4968804610158,"simulated","2000-07-21"
2022,7,22,10.9652524937181,34.3532934228803,"simulated","2000-07-22"
2022,7,23,10.3881737806453,32.720506651264,"simulated","2000-07-23"
2022,7,24,7.19357602845904,28.3026735177041,"simulated","2000-07-24"
2022,7,25,9.81951961295765,29.2081710073594,"simulated","2000-07-25"
2022,7,26,6.1899807650054,27.9140051137655,"simulated","2000-07-26"
2022,7,27,9.67379821926087,31.3972152000134,"simulated","2000-07-27"
2022,7,28,7.95395701695352,30.1215549391123,"simulated","2000-07-28"
2022,7,29,3.51245511132001,25.6836566049432,"simulated","2000-07-29"
2022,7,30,13.8813615042333,31.6626855380682,"simulated","2000-07-30"
2022,7,31,11.8033496641339,32.9158375257778,"simulated","2000-07-31"
2022,8,1,7.49800804486061,33.0016475657486,"simulated","2000-08-01"
2022,8,2,10.1955171420867,33.9794926504884,"simulated","2000-08-02"
2022,8,3,13.4255892541108,32.8150293454343,"simulated","2000-08-03"
2022,8,4,17.793729859316,34.5156654611213,"simulated","2000-08-04"
2022,8,5,13.3485958734419,29.4600137741852,"simulated","2000-08-05"
2022,8,6,10.5125004270873,29.9000525629455,"simulated","2000-08-06"
2022,8,7,12.3124526909171,32.3112444702647,"simulated","2000-08-07"
2022,8,8,8.13903253675884,30.8055219377896,"simulated","2000-08-08"
2022,8,9,11.4406162591542,36.4397800756153,"simulated","2000-08-09"
2022,8,10,12.1941995858799,36.5839798978632,"simulated","2000-08-10"
2022,8,11,10.8156336775161,33.0379553558116,"simulated","2000-08-11"
2022,8,12,7.38302067547908,30.6588774305609,"simulated","2000-08-12"
2022,8,13,11.0034464837877,34.8932193326401,"simulated","2000-08-13"
2022,8,14,10.1032770155201,35.6035820599541,"simulated","2000-08-14"
2022,8,15,9.21044283766583,30.93035201796,"simulated","2000-08-15"
2022,8,16,10.978424507984,34.3120566298366,"simulated","2000-08-16"
2022,8,17,8.01522984642024,29.0713313841631,"simulated","2000-08-17"
2022,8,18,6.06490213548887,28.3984766801583,"simulated","2000-08-18"
2022,8,19,2.69477356452067,27.0832771484878,"simulated","2000-08-19"
2022,8,20,2.4040857591819,26.9026075057901,"simulated","2000-08-20"
2022,8,21,8.26994488232917,29.3790306020802,"simulated","2000-08-21"
2022,8,22,6.6549523829271,29.9888274634104,"simulated","2000-08-22"
2022,8,23,7.22375936746471,30.0022723010703,"simulated","2000-08-23"
2022,8,24,9.28653503371819,31.5088567120136,"simulated","2000-08-24"
2022,8,25,14.4277039666582,34.4284329205083,"simulated","2000-08-25"
2022,8,26,13.1394790263407,36.9164990577923,"simulated","2000-08-26"
2022,8,27,22.6775585907118,38.6778581774569,"simulated","2000-08-27"
2022,8,28,13.321188660595,34.933265748362,"simulated","2000-08-28"
2022,8,29,10.7853459920627,32.3948588437859,"simulated","2000-08-29"
2022,8,30,18.9522003996625,35.0638326765581,"simulated","2000-08-30"
2022,8,31,24.219403053447,35.9418799456924,"simulated","2000-08-31"
2022,9,1,20.9788838090511,38.8686393129615,"simulated","2000-09-01"
2022,9,2,24.7636675240666,34.7639273313725,"simulated","2000-09-02"
2022,9,3,12.7484872760074,35.5779852173735,"simulated","2000-09-03"
2022,9,4,14.8306247005216,30.4433034488774,"simulated","2000-09-04"
2022,9,5,13.5322917953228,30.1968150558939,"simulated","2000-09-05"
2022,9,6,10.0141424567637,28.9593549993247,"simulated","2000-09-06"
2022,9,7,5.82376194736932,30.8263814920398,"simulated","2000-09-07"
2022,9,8,5.65470665363614,29.5882248130129,"simulated","2000-09-08"
2022,9,9,6.49919625014533,30.3857251014408,"simulated","2000-09-09"
2022,9,10,5.86399578022579,31.9776399772906,"simulated","2000-09-10"
2022,9,11,4.0086100892272,30.122254286292,"simulated","2000-09-11"
2022,9,12,4.15611222804567,27.92752678205,"simulated","2000-09-12"
2022,9,13,6.15859134658203,28.3803656326019,"simulated","2000-09-13"
2022,9,14,2.14108227829433,26.0326664503958,"simulated","2000-09-14"
2022,9,15,4.60053174758716,27.4300296889533,"simulated","2000-09-15"
2022,9,16,5.4014553398032,27.5607811545974,"simulated","2000-09-16"
2022,9,17,5.02654443650142,30.0163618888426,"simulated","2000-09-17"
2022,9,18,0.514876168691789,25.5168113933505,"simulated","2000-09-18"
2022,9,19,7.72687444225871,29.4474263246397,"simulated","2000-09-19"
2022,9,20,5.47263654975739,24.9711452064247,"simulated","2000-09-20"
2022,9,21,5.24065984971393,20.7402594892355,"simulated","2000-09-21"
2022,9,22,4.47460970852441,22.309386409561,"simulated","2000-09-22"
2022,9,23,0.168249471568165,21.7235545819424,"simulated","2000-09-23"
2022,9,24,1.55379933874682,24.3312837666539,"simulated","2000-09-24"
2022,9,25,1.61274940993759,24.4460233867535,"simulated","2000-09-25"
2022,9,26,5.49899174835566,26.6116552067712,"simulated","2000-09-26"
2022,9,27,2.75224211227577,24.9181896391481,"simulated","2000-09-27"
2022,9,28,0.454284030013865,24.3458682021153,"simulated","2000-09-28"
2022,9,29,1.92252944409062,25.2556523781915,"simulated","2000-09-29"
2022,9,30,5.57418739948016,21.7946143941614,"simulated","2000-09-30"
2022,10,1,0.865101397731392,23.6442753227924,"simulated","2000-10-01"
2022,10,2,1.61464996735913,24.3940718826369,"simulated","2000-10-02"
2022,10,3,3.7727341460027,21.5419670862957,"simulated","2000-10-03"
2022,10,4,3.77032191799846,19.985925580956,"simulated","2000-10-04"
2022,10,5,4.74165228147407,23.621509670498,"simulated","2000-10-05"
2022,10,6,6.13014836933947,22.7359738439325,"simulated","2000-10-06"
2022,10,7,8.14140200248676,17.030996606796,"simulated","2000-10-07"
2022,10,8,2.10543767941992,18.5955394267814,"simulated","2000-10-08"
2022,10,9,-10.9670589491855,10.7009151343218,"simulated","2000-10-09"
2022,10,10,-0.823648395557452,16.3914365269618,"simulated","2000-10-10"
2022,10,11,-2.04614002565765,16.8450795052108,"simulated","2000-10-11"
2022,10,12,0.475351461797626,19.3648960870813,"simulated","2000-10-12"
2022,10,13,1.30980299100922,20.1980854908161,"simulated","2000-10-13"
2022,10,14,-2.23834589563689,21.0941076244744,"simulated","2000-10-14"
2022,10,15,-0.218324485516089,20.8372219505474,"simulated","2000-10-15"
2022,10,16,1.97445211595243,23.0726690776712,"simulated","2000-10-16"
2022,10,17,3.1190852899999,22.5537200827789,"simulated","2000-10-17"
2022,10,18,1.71932724291783,19.494974372655,"simulated","2000-10-18"
2022,10,19,-0.881295403539383,19.1152121582228,"simulated","2000-10-19"
2022,10,20,-2.05022237717375,16.8830939401206,"simulated","2000-10-20"
2022,10,21,-3.71895866857964,17.3824946355583,"simulated","2000-10-21"
2022,10,22,-10.2680437946486,9.61734031470315,"simulated","2000-10-22"
2022,10,23,-5.63186097283356,15.3543259592181,"simulated","2000-10-23"
2022,10,24,-3.21683064212021,17.8951736464935,"simulated","2000-10-24"
2022,10,25,-6.62416130451812,14.9871141170062,"simulated","2000-10-25"
2022,10,26,-3.29005834641162,15.5873313816634,"simulated","2000-10-26"
2022,10,27,-4.74108350222448,13.0277217064104,"simulated","2000-10-27"
2022,10,28,1.88347131438036,10.3247959836773,"simulated","2000-10-28"
2022,10,29,-3.48865573209862,12.6243529228003,"simulated","2000-10-29"
2022,10,30,-5.4505250962471,12.8710420675426,"simulated","2000-10-30"
2022,10,31,1.31971586800808,16.3216132616053,"simulated","2000-10-31"
2022,11,1,3.44699049708758,17.9431909085148,"simulated","2000-11-01"
2022,11,2,-2.05412404200444,17.9340085343636,"simulated","2000-11-02"
2022,11,3,3.49310286949914,13.991232104293,"simulated","2000-11-03"
2022,11,4,-0.417043679655769,11.3072721390822,"simulated","2000-11-04"
2022,11,5,-7.73284866671264,4.42355011514436,"simulated","2000-11-05"
2022,11,6,-4.53557846848727,8.85258917624562,"simulated","2000-11-06"
2022,11,7,-8.13836367572676,10.1809076890283,"simulated","2000-11-07"
2022,11,8,-14.6036141643027,3.83389392061483,"simulated","2000-11-08"
2022,11,9,-12.4552808962839,5.30491844819509,"simulated","2000-11-09"
2022,11,10,-7.94899500276904,8.75785782967566,"simulated","2000-11-10"
2022,11,11,-10.1327126848934,8.30411750515462,"simulated","2000-11-11"
2022,11,12,-10.1705063514078,6.54492172264521,"simulated","2000-11-12"
2022,11,13,-7.43861226044655,10.3825736356888,"simulated","2000-11-13"
2022,11,14,-6.30448096630815,7.5855465964955,"simulated","2000-11-14"
2022,11,15,-5.26517843971509,7.50010995426257,"simulated","2000-11-15"
2022,11,16,-8.28198899921628,6.72048286783402,"simulated","2000-11-16"
2022,11,17,-8.07980709238366,4.69974861220772,"simulated","2000-11-17"
2022,11,18,-6.68209279669697,7.19957503951445,"simulated","2000-11-18"
2022,11,19,-6.24202780586705,7.03384468238162,"simulated","2000-11-19"
